module,param,sparsity,size,shape,flops,score mean,score variance,score sum,score abs mean,score abs variance,score abs sum,prunable
blocks.6.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.conv2,weight,0.1393771767616272,36864,"(64, 64, 3, 3)",2359296,3.620833583285886e+20,inf,1.3347841497885842e+25,3.620833583285886e+20,inf,1.3347841497885842e+25,True
blocks.6.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.0,weight,0.0,2048,"(64, 32, 1, 1)",131072,8.757636503514907e+19,inf,1.793563955919853e+23,8.757636503514907e+19,inf,1.793563955919853e+23,True
blocks.6.shortcut.1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv1,weight,0.1430392861366272,36864,"(64, 64, 3, 3)",2359296,3.663506245286384e+20,inf,1.3505149566738914e+25,3.663506245286384e+20,inf,1.3505149566738914e+25,True
blocks.7.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv2,weight,0.1440972238779068,36864,"(64, 64, 3, 3)",2359296,3.663453820571972e+20,inf,1.350495587592614e+25,3.663453820571972e+20,inf,1.350495587592614e+25,True
blocks.7.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv1,weight,0.142333984375,36864,"(64, 64, 3, 3)",2359296,3.663395414514304e+20,inf,1.3504741432526284e+25,3.663395414514304e+20,inf,1.3504741432526284e+25,True
blocks.8.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv2,weight,0.1488172709941864,36864,"(64, 64, 3, 3)",2359296,3.663396118201746e+20,inf,1.3504743738369293e+25,3.663396118201746e+20,inf,1.3504743738369293e+25,True
blocks.8.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
fc,weight,0.973437488079071,640,"(10, 64)",640,2.113560922403185e+22,inf,1.3526789903380385e+25,2.113560922403185e+22,inf,1.3526789903380385e+25,True
fc,bias,1.0,10,"(10,)",10,0.0,0.0,0.0,0.0,0.0,0.0,False
