module,param,sparsity,size,shape,flops,score mean,score variance,score sum,score abs mean,score abs variance,score abs sum,prunable
blocks.6.conv1,weight,0.3121744692325592,18432,"(64, 32, 3, 3)",1179648,2.3128441171138547e-06,8.773842097298257e-09,0.04263034462928772,3.205610846634954e-05,7.751596697858076e-09,0.5908582210540771,True
blocks.6.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.conv2,weight,0.269287109375,36864,"(64, 64, 3, 3)",2359296,1.1248353075643536e-06,3.6275045189881894e-09,0.04146593064069748,1.9303161025163718e-05,3.256157565800777e-09,0.7115917205810547,True
blocks.6.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.0,weight,0.3505859375,2048,"(64, 32, 1, 1)",131072,2.168439095839858e-05,7.499117060660865e-08,0.04440963268280029,8.748560503590852e-05,6.780764749692025e-08,0.17917051911354065,True
blocks.6.shortcut.1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv1,weight,0.2732747495174408,36864,"(64, 64, 3, 3)",2359296,1.0302551345375832e-06,3.8118841416689975e-09,0.03797932714223862,1.8747110516414978e-05,3.4614910937591503e-09,0.6910935044288635,True
blocks.7.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv2,weight,0.3131781816482544,36864,"(64, 64, 3, 3)",2359296,1.0165647381654708e-06,4.067588488254614e-09,0.03747464343905449,2.228143421234563e-05,3.5721596791660204e-09,0.8213827610015869,True
blocks.7.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv1,weight,0.3445638120174408,36864,"(64, 64, 3, 3)",2359296,1.2857027513746289e-06,4.79407846754043e-09,0.04739614576101303,2.590314943518024e-05,4.124758312684662e-09,0.9548937082290649,True
blocks.8.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv2,weight,0.3327365517616272,36864,"(64, 64, 3, 3)",2359296,1.2024388524878304e-06,8.258457029342026e-09,0.04432670772075653,3.522266342770308e-05,7.019266057284312e-09,1.2984483242034912,True
blocks.8.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
fc,weight,0.5062500238418579,640,"(10, 64)",640,0.00013643586135003716,1.891632905426377e-06,0.08731894940137863,0.00038959685480222106,1.7584618490218418e-06,0.24934199452400208,True
fc,bias,1.0,10,"(10,)",10,0.0,0.0,0.0,0.0,0.0,0.0,False
