module,param,sparsity,size,shape,flops,score mean,score variance,score sum,score abs mean,score abs variance,score abs sum,prunable
blocks.6.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.0,weight,0.31884765625,2048,"(64, 32, 1, 1)",131072,0.012024573981761932,1.0004733800888062,24.626327514648438,0.8026009798049927,0.3564496338367462,1643.726806640625,True
blocks.6.shortcut.1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.6.shortcut.1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv1,weight,0.3192545473575592,36864,"(64, 64, 3, 3)",2359296,0.008492444641888142,1.0054006576538086,313.06549072265625,0.802053689956665,0.3621825873851776,29566.90625,True
blocks.7.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.conv2,weight,0.3119303286075592,36864,"(64, 64, 3, 3)",2359296,0.0033324998803436756,0.9868268966674805,122.84927368164062,0.7904469966888428,0.3620316982269287,29139.037109375,True
blocks.7.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.7.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv1,weight,0.3180338442325592,36864,"(64, 64, 3, 3)",2359296,0.004073440562933683,1.0058132410049438,150.16331481933594,0.8016919493675232,0.36311981081962585,29553.572265625,True
blocks.8.bn1,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn1,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.conv2,weight,0.3226725161075592,36864,"(64, 64, 3, 3)",2359296,0.008568454533815384,1.0063601732254028,315.8675231933594,0.8011887073516846,0.36453020572662354,29535.021484375,True
blocks.8.bn2,weight,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.bn2,bias,1.0,64,"(64,)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
blocks.8.shortcut,weight,1.0,64,"(64, 1, 1)",4096,0.0,0.0,0.0,0.0,0.0,0.0,False
fc,weight,0.3265624940395355,640,"(10, 64)",640,0.05334886908531189,0.9921536445617676,34.14327621459961,0.793382465839386,0.36554405093193054,507.7647705078125,True
fc,bias,1.0,10,"(10,)",10,0.0,0.0,0.0,0.0,0.0,0.0,False
